"No.","Time","Source","Destination","Protocol","Source Port","Dest Port","Length","Info"
"15","2020-07-12 20:54:51.123556914","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=42 Ack=45 Win=29312 Len=0 TSval=2059237 TSecr=2059828"
"16","2020-07-12 20:54:51.124159221","192.168.56.102","192.168.56.101","SSHv2","60348","22","1402","Client: Key Exchange Init"
"17","2020-07-12 20:54:51.124399493","192.168.56.101","192.168.56.102","SSHv2","22","60348","1698","Server: Key Exchange Init"
"18","2020-07-12 20:54:51.124667532","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=1378 Ack=1677 Win=32512 Len=0 TSval=2059237 TSecr=2059829"
"19","2020-07-12 20:54:51.128074943","192.168.56.102","192.168.56.101","SSHv2","60348","22","114","Client: Elliptic Curve Diffie-Hellman Key Exchange Init"
"20","2020-07-12 20:54:51.130917630","192.168.56.101","192.168.56.102","SSHv2","22","60348","346","Server: Elliptic Curve Diffie-Hellman Key Exchange Reply, New Keys"
"21","2020-07-12 20:54:51.133686738","192.168.56.102","192.168.56.101","SSHv2","60348","22","82","Client: New Keys"
"22","2020-07-12 20:54:51.172592067","192.168.56.101","192.168.56.102","TCP","22","60348","66","22  >  60348 [ACK] Seq=1957 Ack=1442 Win=31872 Len=0 TSval=2059841 TSecr=2059240"
"23","2020-07-12 20:54:51.172789155","192.168.56.102","192.168.56.101","SSHv2","60348","22","110","Client: Encrypted packet (len=44)"
"24","2020-07-12 20:54:51.172907596","192.168.56.101","192.168.56.102","TCP","22","60348","66","22  >  60348 [ACK] Seq=1957 Ack=1486 Win=31872 Len=0 TSval=2059841 TSecr=2059249"
"25","2020-07-12 20:54:51.173064740","192.168.56.101","192.168.56.102","SSHv2","22","60348","110","Server: Encrypted packet (len=44)"
"26","2020-07-12 20:54:51.173277104","192.168.56.102","192.168.56.101","SSHv2","60348","22","134","Client: Encrypted packet (len=68)"
"27","2020-07-12 20:54:51.175622590","192.168.56.101","192.168.56.102","SSHv2","22","60348","118","Server: Encrypted packet (len=52)"
"28","2020-07-12 20:54:51.213586162","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=1554 Ack=2053 Win=35456 Len=0 TSval=2059260 TSecr=2059841"
"29","2020-07-12 20:54:59.731895347","192.168.56.102","192.168.56.101","SSHv2","60348","22","214","Client: Encrypted packet (len=148)"
"30","2020-07-12 20:54:59.739153103","192.168.56.101","192.168.56.102","SSHv2","22","60348","94","Server: Encrypted packet (len=28)"
"31","2020-07-12 20:54:59.739278172","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=1702 Ack=2081 Win=35456 Len=0 TSval=2061391 TSecr=2061982"
"32","2020-07-12 20:54:59.739427356","192.168.56.102","192.168.56.101","SSHv2","60348","22","178","Client: Encrypted packet (len=112)"
"33","2020-07-12 20:54:59.776277273","192.168.56.101","192.168.56.102","TCP","22","60348","66","22  >  60348 [ACK] Seq=2081 Ack=1814 Win=34560 Len=0 TSval=2061992 TSecr=2061391"
"34","2020-07-12 20:55:00.105994563","192.168.56.101","192.168.56.102","SSHv2","22","60348","110","Server: Encrypted packet (len=44)"
"35","2020-07-12 20:55:00.106270405","192.168.56.102","192.168.56.101","SSHv2","60348","22","510","Client: Encrypted packet (len=444)"
"36","2020-07-12 20:55:00.106391662","192.168.56.101","192.168.56.102","TCP","22","60348","66","22  >  60348 [ACK] Seq=2125 Ack=2258 Win=37248 Len=0 TSval=2062074 TSecr=2061483"
"37","2020-07-12 20:55:00.107548553","192.168.56.101","192.168.56.102","SSHv2","22","60348","174","Server: Encrypted packet (len=108)"
"38","2020-07-12 20:55:00.109265562","192.168.56.101","192.168.56.102","SSHv2","22","60348","614","Server: Encrypted packet (len=548)"
"39","2020-07-12 20:55:00.109569337","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2258 Ack=2781 Win=38272 Len=0 TSval=2061484 TSecr=2062074"
"40","2020-07-12 20:55:00.193669040","192.168.56.101","192.168.56.102","SSHv2","22","60348","126","Server: Encrypted packet (len=60)"
"41","2020-07-12 20:55:00.233966416","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2258 Ack=2841 Win=38272 Len=0 TSval=2061515 TSecr=2062096"
"42","2020-07-12 20:55:02.411669961","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"43","2020-07-12 20:55:02.412045634","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"44","2020-07-12 20:55:02.412300039","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2294 Ack=2877 Win=38272 Len=0 TSval=2062059 TSecr=2062651"
"45","2020-07-12 20:55:02.601267197","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"46","2020-07-12 20:55:02.601604639","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"47","2020-07-12 20:55:02.601759862","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2330 Ack=2913 Win=38272 Len=0 TSval=2062107 TSecr=2062698"
"48","2020-07-12 20:55:03.131371737","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"49","2020-07-12 20:55:03.131769016","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"50","2020-07-12 20:55:03.131963957","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2366 Ack=2949 Win=38272 Len=0 TSval=2062239 TSecr=2062830"
"51","2020-07-12 20:55:03.133180304","192.168.56.101","192.168.56.102","SSHv2","22","60348","126","Server: Encrypted packet (len=60)"
"52","2020-07-12 20:55:03.133300479","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"53","2020-07-12 20:55:03.133304145","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2366 Ack=3009 Win=38272 Len=0 TSval=2062240 TSecr=2062831"
"54","2020-07-12 20:55:03.133695583","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2366 Ack=3045 Win=38272 Len=0 TSval=2062240 TSecr=2062831"
"55","2020-07-12 20:55:03.133712325","192.168.56.101","192.168.56.102","SSHv2","22","60348","126","Server: Encrypted packet (len=60)"
"56","2020-07-12 20:55:03.133823087","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2366 Ack=3105 Win=38272 Len=0 TSval=2062240 TSecr=2062831"
"57","2020-07-12 20:55:05.191245541","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"58","2020-07-12 20:55:05.191587820","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"59","2020-07-12 20:55:05.191775713","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2402 Ack=3141 Win=38272 Len=0 TSval=2062754 TSecr=2063345"
"60","2020-07-12 20:55:05.441152244","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"61","2020-07-12 20:55:05.441481400","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"62","2020-07-12 20:55:05.441626775","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2438 Ack=3177 Win=38272 Len=0 TSval=2062817 TSecr=2063408"
"63","2020-07-12 20:55:05.741232730","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"64","2020-07-12 20:55:05.741598193","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"65","2020-07-12 20:55:05.741720373","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2474 Ack=3213 Win=38272 Len=0 TSval=2062892 TSecr=2063483"
"66","2020-07-12 20:55:05.971079863","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"67","2020-07-12 20:55:05.971373718","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"68","2020-07-12 20:55:05.971516264","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2510 Ack=3249 Win=38272 Len=0 TSval=2062949 TSecr=2063540"
"69","2020-07-12 20:55:06.141263966","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"70","2020-07-12 20:55:06.141680402","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"71","2020-07-12 20:55:06.141876673","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2546 Ack=3285 Win=38272 Len=0 TSval=2062992 TSecr=2063583"
"72","2020-07-12 20:55:06.262404170","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"73","2020-07-12 20:55:06.263322501","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"74","2020-07-12 20:55:06.263581818","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2582 Ack=3321 Win=38272 Len=0 TSval=2063022 TSecr=2063613"
"75","2020-07-12 20:55:06.281785278","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"76","2020-07-12 20:55:06.282179051","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"77","2020-07-12 20:55:06.321723134","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2618 Ack=3357 Win=38272 Len=0 TSval=2063037 TSecr=2063618"
"78","2020-07-12 20:55:06.394564240","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"79","2020-07-12 20:55:06.394982361","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"80","2020-07-12 20:55:06.395097593","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2654 Ack=3393 Win=38272 Len=0 TSval=2063055 TSecr=2063646"
"81","2020-07-12 20:55:06.971411234","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"82","2020-07-12 20:55:06.971719596","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"83","2020-07-12 20:55:06.971863922","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2690 Ack=3429 Win=38272 Len=0 TSval=2063199 TSecr=2063790"
"84","2020-07-12 20:55:06.972127371","192.168.56.101","192.168.56.102","SSHv2","22","60348","126","Server: Encrypted packet (len=60)"
"85","2020-07-12 20:55:06.972308511","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2690 Ack=3489 Win=38272 Len=0 TSval=2063199 TSecr=2063791"
"86","2020-07-12 20:55:07.921385485","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"87","2020-07-12 20:55:07.921717818","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"88","2020-07-12 20:55:07.921863215","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2726 Ack=3525 Win=38272 Len=0 TSval=2063437 TSecr=2064028"
"89","2020-07-12 20:55:08.041173751","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"90","2020-07-12 20:55:08.041473326","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"91","2020-07-12 20:55:08.041541918","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2762 Ack=3561 Win=38272 Len=0 TSval=2063467 TSecr=2064058"
"92","2020-07-12 20:55:08.631085269","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"93","2020-07-12 20:55:08.631487643","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"94","2020-07-12 20:55:08.631626281","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=3597 Win=38272 Len=0 TSval=2063614 TSecr=2064205"
"95","2020-07-12 20:55:08.633379879","192.168.56.101","192.168.56.102","SSHv2","22","60348","142","Server: Encrypted packet (len=76)"
"96","2020-07-12 20:55:08.633488159","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"97","2020-07-12 20:55:08.633491715","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=3673 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"98","2020-07-12 20:55:08.633652394","192.168.56.101","192.168.56.102","SSHv2","22","60348","150","Server: Encrypted packet (len=84)"
"99","2020-07-12 20:55:08.633752159","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"100","2020-07-12 20:55:08.633755148","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=3709 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"101","2020-07-12 20:55:08.633756821","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=3793 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"102","2020-07-12 20:55:08.633966986","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=3829 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"103","2020-07-12 20:55:08.633970038","192.168.56.101","192.168.56.102","SSHv2","22","60348","134","Server: Encrypted packet (len=68)"
"104","2020-07-12 20:55:08.633971462","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=3897 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"105","2020-07-12 20:55:08.633972798","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"106","2020-07-12 20:55:08.634192787","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=3933 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"107","2020-07-12 20:55:08.634195692","192.168.56.101","192.168.56.102","SSHv2","22","60348","126","Server: Encrypted packet (len=60)"
"108","2020-07-12 20:55:08.634197274","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"109","2020-07-12 20:55:08.634198535","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=3993 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"110","2020-07-12 20:55:08.634199876","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=4029 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"111","2020-07-12 20:55:08.634413149","192.168.56.101","192.168.56.102","SSHv2","22","60348","126","Server: Encrypted packet (len=60)"
"112","2020-07-12 20:55:08.634577749","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=4089 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"113","2020-07-12 20:55:08.634580213","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"114","2020-07-12 20:55:08.634581628","192.168.56.101","192.168.56.102","SSHv2","22","60348","134","Server: Encrypted packet (len=68)"
"115","2020-07-12 20:55:08.634583170","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=4125 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"116","2020-07-12 20:55:08.634584441","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=4193 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"117","2020-07-12 20:55:08.634943534","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"118","2020-07-12 20:55:08.634946475","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=4229 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"119","2020-07-12 20:55:08.634947889","192.168.56.101","192.168.56.102","SSHv2","22","60348","158","Server: Encrypted packet (len=92)"
"120","2020-07-12 20:55:08.634949235","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"121","2020-07-12 20:55:08.635183068","192.168.56.101","192.168.56.102","SSHv2","22","60348","126","Server: Encrypted packet (len=60)"
"122","2020-07-12 20:55:08.635186149","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"123","2020-07-12 20:55:08.635381617","192.168.56.101","192.168.56.102","SSHv2","22","60348","134","Server: Encrypted packet (len=68)"
"124","2020-07-12 20:55:08.635498236","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"125","2020-07-12 20:55:08.635620952","192.168.56.101","192.168.56.102","SSHv2","22","60348","126","Server: Encrypted packet (len=60)"
"126","2020-07-12 20:55:08.635732022","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"127","2020-07-12 20:55:08.636162601","192.168.56.101","192.168.56.102","SSHv2","22","60348","126","Server: Encrypted packet (len=60)"
"128","2020-07-12 20:55:08.636485533","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2798 Ack=4713 Win=38272 Len=0 TSval=2063615 TSecr=2064206"
"129","2020-07-12 20:55:16.412156621","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"130","2020-07-12 20:55:16.412479144","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"131","2020-07-12 20:55:16.412632670","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2834 Ack=4749 Win=38272 Len=0 TSval=2065559 TSecr=2066151"
"132","2020-07-12 20:55:16.512161041","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"133","2020-07-12 20:55:16.512704420","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"134","2020-07-12 20:55:16.512882340","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2870 Ack=4785 Win=38272 Len=0 TSval=2065584 TSecr=2066176"
"135","2020-07-12 20:55:16.692081765","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"136","2020-07-12 20:55:16.692385221","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"137","2020-07-12 20:55:16.692462429","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2906 Ack=4821 Win=38272 Len=0 TSval=2065629 TSecr=2066221"
"138","2020-07-12 20:55:17.532228766","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"139","2020-07-12 20:55:17.532609974","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"140","2020-07-12 20:55:17.532789248","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2942 Ack=4857 Win=38272 Len=0 TSval=2065839 TSecr=2066431"
"141","2020-07-12 20:55:17.997376128","192.168.56.102","192.168.56.100","DHCP","68","67","342","DHCP Request  - Transaction ID 0xb97ed617"
"142","2020-07-12 20:55:18.015879649","192.168.56.100","192.168.56.102","DHCP","67","68","590","DHCP ACK      - Transaction ID 0xb97ed617"
"143","2020-07-12 20:55:18.172407000","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"144","2020-07-12 20:55:18.172730729","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"145","2020-07-12 20:55:18.172894359","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=2978 Ack=4893 Win=38272 Len=0 TSval=2065999 TSecr=2066591"
"146","2020-07-12 20:55:18.872265841","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"147","2020-07-12 20:55:18.872579962","192.168.56.101","192.168.56.102","SSHv2","22","60348","110","Server: Encrypted packet (len=44)"
"148","2020-07-12 20:55:18.872775992","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=3014 Ack=4937 Win=38272 Len=0 TSval=2066174 TSecr=2066766"
"149","2020-07-12 20:55:19.352215836","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"150","2020-07-12 20:55:19.352730320","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"151","2020-07-12 20:55:19.352941471","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=3050 Ack=4973 Win=38272 Len=0 TSval=2066295 TSecr=2066886"
"152","2020-07-12 20:55:19.732845621","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"153","2020-07-12 20:55:19.733257472","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"154","2020-07-12 20:55:19.733419585","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=3086 Ack=5009 Win=38272 Len=0 TSval=2066390 TSecr=2066981"
"155","2020-07-12 20:55:19.733653425","192.168.56.101","192.168.56.102","SSHv2","22","60348","126","Server: Encrypted packet (len=60)"
"156","2020-07-12 20:55:19.733834300","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=3086 Ack=5069 Win=38272 Len=0 TSval=2066390 TSecr=2066981"
"157","2020-07-12 20:55:23.005273501","PcsCompu_af:7b:18","PcsCompu_77:ba:13","ARP","","","60","Who has 192.168.56.100? Tell 192.168.56.102"
"158","2020-07-12 20:55:23.005280976","PcsCompu_77:ba:13","PcsCompu_af:7b:18","ARP","","","60","192.168.56.100 is at 08:00:27:77:ba:13"
"159","2020-07-12 20:55:26.952489626","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"160","2020-07-12 20:55:26.952816621","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"161","2020-07-12 20:55:26.953015371","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=3122 Ack=5105 Win=38272 Len=0 TSval=2068195 TSecr=2068786"
"162","2020-07-12 20:55:27.072296638","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"163","2020-07-12 20:55:27.072564889","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"164","2020-07-12 20:55:27.072674015","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=3158 Ack=5141 Win=38272 Len=0 TSval=2068224 TSecr=2068816"
"165","2020-07-12 20:55:27.082934572","192.168.56.104","192.168.56.100","DHCP","68","67","342","DHCP Request  - Transaction ID 0x1e8caf0b"
"166","2020-07-12 20:55:27.123053633","192.168.56.100","192.168.56.104","DHCP","67","68","590","DHCP ACK      - Transaction ID 0x1e8caf0b"
"167","2020-07-12 20:55:27.452121333","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"168","2020-07-12 20:55:27.452514658","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"169","2020-07-12 20:55:27.452633439","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=3194 Ack=5177 Win=38272 Len=0 TSval=2068319 TSecr=2068911"
"170","2020-07-12 20:55:27.602222485","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"171","2020-07-12 20:55:27.602609738","192.168.56.101","192.168.56.102","SSHv2","22","60348","102","Server: Encrypted packet (len=36)"
"172","2020-07-12 20:55:27.602833909","192.168.56.102","192.168.56.101","TCP","60348","22","66","60348  >  22 [ACK] Seq=3230 Ack=5213 Win=38272 Len=0 TSval=2068357 TSecr=2068948"
"173","2020-07-12 20:55:28.222165583","192.168.56.102","192.168.56.101","SSHv2","60348","22","102","Client: Encrypted packet (len=36)"
"174","2020-07-12 20:55:28.222592589","192.168.56.101","192.168.56.102","SSHv2","22","60348","110","Server: Encrypted packet (len=44)"
