"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Dest Port"
"39","1595011948.648","192.168.56.104","192.168.56.105","HTTP","1099","HTTP/1.1 200 OK  (text/css)","80","46730"
"40","1595011948.649","192.168.56.105","192.168.56.104","TCP","54","46730  >  80 [RST] Seq=611 Win=0 Len=0","46730","80"
"41","1595011948.650","192.168.56.104","192.168.56.105","HTTP","2175","HTTP/1.1 200 OK  (text/css)","80","46736"
"42","1595011948.650","192.168.56.105","192.168.56.104","TCP","54","46736  >  80 [RST] Seq=314 Win=0 Len=0","46736","80"
"43","1595011948.666","192.168.56.105","192.168.56.104","TCP","74","46742  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4192439399 TSecr=0 WS=128","46742","80"
"44","1595011948.666","192.168.56.104","192.168.56.105","TCP","74","80  >  46742 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=369822 TSecr=4192439399 WS=128","80","46742"
"45","1595011948.666","192.168.56.105","192.168.56.104","TCP","66","46742  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4192439400 TSecr=369822","46742","80"
"46","1595011948.667","192.168.56.105","192.168.56.104","HTTP","389","GET /content/images/logo-jhipster.png HTTP/1.1 ","46742","80"
"47","1595011948.667","192.168.56.104","192.168.56.105","TCP","66","80  >  46742 [ACK] Seq=1 Ack=324 Win=30080 Len=0 TSval=369822 TSecr=4192439400","80","46742"
"48","1595011948.668","192.168.56.105","192.168.56.104","TCP","66","46742  >  80 [FIN, ACK] Seq=324 Ack=1 Win=64256 Len=0 TSval=4192439401 TSecr=369822","46742","80"
"49","1595011948.708","192.168.56.104","192.168.56.105","TCP","66","80  >  46742 [ACK] Seq=1 Ack=325 Win=30080 Len=0 TSval=369833 TSecr=4192439401","80","46742"
"50","1595011948.745","192.168.56.104","192.168.56.105","TCP","7306","80  >  46740 [ACK] Seq=1 Ack=298 Win=30080 Len=7240 TSval=369842 TSecr=4192439330 [TCP segment of a reassembled PDU]","80","46740"
"51","1595011948.745","192.168.56.105","192.168.56.104","TCP","54","46740  >  80 [RST] Seq=298 Win=0 Len=0","46740","80"
"52","1595011948.745","192.168.56.104","192.168.56.105","TCP","7306","HTTP/1.1 200 OK  [TCP segment of a reassembled PDU]","80","46740"
"53","1595011948.745","192.168.56.105","192.168.56.104","TCP","54","46740  >  80 [RST] Seq=298 Win=0 Len=0","46740","80"
"54","1595011948.754","192.168.56.104","192.168.56.105","TCP","14546","80  >  46742 [ACK] Seq=1 Ack=325 Win=30080 Len=14480 TSval=369844 TSecr=4192439401 [TCP segment of a reassembled PDU]","80","46742"
"55","1595011948.754","192.168.56.105","192.168.56.104","TCP","54","46742  >  80 [RST] Seq=325 Win=0 Len=0","46742","80"
"56","1595011948.757","192.168.56.104","192.168.56.105","TCP","14546","80  >  46738 [ACK] Seq=1 Ack=311 Win=30080 Len=14480 TSval=369845 TSecr=4192439329 [TCP segment of a reassembled PDU]","80","46738"
"57","1595011948.757","192.168.56.105","192.168.56.104","TCP","54","46738  >  80 [RST] Seq=311 Win=0 Len=0","46738","80"
"58","1595011949.101","192.168.56.105","192.168.56.104","TCP","74","46744  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4192439835 TSecr=0 WS=128","46744","80"
"59","1595011949.102","192.168.56.104","192.168.56.105","TCP","74","80  >  46744 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=369931 TSecr=4192439835 WS=128","80","46744"
"60","1595011949.102","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4192439835 TSecr=369931","46744","80"
"61","1595011949.102","192.168.56.105","192.168.56.104","HTTP","312","GET /favicon.ico HTTP/1.1 ","46744","80"
"62","1595011949.102","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [ACK] Seq=1 Ack=247 Win=30080 Len=0 TSval=369931 TSecr=4192439835","80","46744"
"63","1595011949.117","192.168.56.105","192.168.56.104","TCP","74","46746  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4192439851 TSecr=0 WS=128","46746","80"
"64","1595011949.118","192.168.56.104","192.168.56.105","TCP","74","80  >  46746 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=369935 TSecr=4192439851 WS=128","80","46746"
"65","1595011949.118","192.168.56.105","192.168.56.104","TCP","66","46746  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4192439851 TSecr=369935","46746","80"
"66","1595011949.118","192.168.56.105","192.168.56.104","HTTP","364","GET /api/account HTTP/1.1 ","46746","80"
"67","1595011949.118","192.168.56.104","192.168.56.105","TCP","66","80  >  46746 [ACK] Seq=1 Ack=299 Win=30080 Len=0 TSval=369935 TSecr=4192439851","80","46746"
"68","1595011949.119","192.168.56.105","192.168.56.104","TCP","74","46748  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=4192439853 TSecr=0 WS=128","46748","80"
"69","1595011949.120","192.168.56.104","192.168.56.105","TCP","74","80  >  46748 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=369935 TSecr=4192439853 WS=128","80","46748"
"70","1595011949.120","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4192439853 TSecr=369935","46748","80"
"71","1595011949.120","192.168.56.105","192.168.56.104","HTTP","368","GET /management/info HTTP/1.1 ","46748","80"
"72","1595011949.120","192.168.56.104","192.168.56.105","TCP","66","80  >  46748 [ACK] Seq=1 Ack=303 Win=30080 Len=0 TSval=369935 TSecr=4192439853","80","46748"
"73","1595011949.245","192.168.56.104","192.168.56.105","HTTP","2519","HTTP/1.1 200 OK  (PNG)","80","46744"
"74","1595011949.245","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=247 Ack=2454 Win=63488 Len=0 TSval=4192439979 TSecr=369967","46744","80"
"75","1595011949.694","192.168.56.104","192.168.56.105","TCP","1160","80  >  46748 [PSH, ACK] Seq=1 Ack=303 Win=30080 Len=1094 TSval=370079 TSecr=4192439853 [TCP segment of a reassembled PDU]","80","46748"
"76","1595011949.694","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=303 Ack=1095 Win=64128 Len=0 TSval=4192440427 TSecr=370079","46748","80"
"77","1595011949.716","192.168.56.104","192.168.56.105","TCP","82","80  >  46748 [PSH, ACK] Seq=1095 Ack=303 Win=30080 Len=16 TSval=370084 TSecr=4192440427 [TCP segment of a reassembled PDU]","80","46748"
"78","1595011949.716","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=303 Ack=1111 Win=64128 Len=0 TSval=4192440449 TSecr=370084","46748","80"
"79","1595011949.721","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46748"
"80","1595011949.721","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=303 Ack=1116 Win=64128 Len=0 TSval=4192440454 TSecr=370086","46748","80"
"81","1595011949.744","192.168.56.104","192.168.56.105","TCP","1128","80  >  46746 [PSH, ACK] Seq=1 Ack=299 Win=30080 Len=1062 TSval=370091 TSecr=4192439851 [TCP segment of a reassembled PDU]","80","46746"
"82","1595011949.744","192.168.56.105","192.168.56.104","TCP","66","46746  >  80 [ACK] Seq=299 Ack=1063 Win=64128 Len=0 TSval=4192440477 TSecr=370091","46746","80"
"83","1595011949.748","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 401 Unauthorized  (application/problem+json)","80","46746"
"84","1595011949.748","192.168.56.105","192.168.56.104","TCP","66","46746  >  80 [ACK] Seq=299 Ack=1068 Win=64128 Len=0 TSval=4192440482 TSecr=370092","46746","80"
"85","1595011956.955","192.168.56.106","192.168.56.100","DHCP","342","DHCP Request  - Transaction ID 0x266c234d","68","67"
"86","1595011956.974","192.168.56.100","192.168.56.106","DHCP","590","DHCP ACK      - Transaction ID 0x266c234d","67","68"
"87","1595011958.851","192.168.56.105","192.168.56.104","HTTP","515","POST /api/authenticate HTTP/1.1  (application/json)","46744","80"
"88","1595011958.852","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [ACK] Seq=2454 Ack=696 Win=31104 Len=0 TSval=372368 TSecr=4192449585","80","46744"
"89","1595011959.743","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46748  >  80 [ACK] Seq=302 Ack=1116 Win=64128 Len=0 TSval=4192450476 TSecr=370086","46748","80"
"90","1595011959.743","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46748 [ACK] Seq=1116 Ack=303 Win=30080 Len=0 TSval=372591 TSecr=4192440454","80","46748"
"91","1595011959.771","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46746  >  80 [ACK] Seq=298 Ack=1068 Win=64128 Len=0 TSval=4192450505 TSecr=370092","46746","80"
"92","1595011959.771","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46746 [ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=372598 TSecr=4192440482","80","46746"
"93","1595011960.016","192.168.56.104","192.168.56.105","TCP","1317","80  >  46744 [PSH, ACK] Seq=2454 Ack=696 Win=31104 Len=1251 TSval=372659 TSecr=4192449585 [TCP segment of a reassembled PDU]","80","46744"
"94","1595011960.016","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=696 Ack=3705 Win=64128 Len=0 TSval=4192450749 TSecr=372659","46744","80"
"95","1595011960.023","192.168.56.104","192.168.56.105","TCP","82","80  >  46744 [PSH, ACK] Seq=3705 Ack=696 Win=31104 Len=16 TSval=372661 TSecr=4192450749 [TCP segment of a reassembled PDU]","80","46744"
"96","1595011960.023","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=696 Ack=3721 Win=64128 Len=0 TSval=4192450757 TSecr=372661","46744","80"
"97","1595011960.023","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46744"
"98","1595011960.023","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=696 Ack=3726 Win=64128 Len=0 TSval=4192450757 TSecr=372661","46744","80"
"99","1595011960.081","192.168.56.105","192.168.56.104","HTTP","568","GET /api/account HTTP/1.1 ","46744","80"
"100","1595011960.081","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [ACK] Seq=3726 Ack=1198 Win=32256 Len=0 TSval=372676 TSecr=4192450814","80","46744"
"101","1595011960.329","192.168.56.104","192.168.56.105","TCP","1124","80  >  46744 [PSH, ACK] Seq=3726 Ack=1198 Win=32256 Len=1058 TSval=372738 TSecr=4192450814 [TCP segment of a reassembled PDU]","80","46744"
"102","1595011960.329","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=1198 Ack=4784 Win=64128 Len=0 TSval=4192451063 TSecr=372738","46744","80"
"103","1595011960.337","192.168.56.104","192.168.56.105","TCP","82","80  >  46744 [PSH, ACK] Seq=4784 Ack=1198 Win=32256 Len=16 TSval=372740 TSecr=4192451063 [TCP segment of a reassembled PDU]","80","46744"
"104","1595011960.337","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=1198 Ack=4800 Win=64128 Len=0 TSval=4192451070 TSecr=372740","46744","80"
"105","1595011960.337","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46744"
"106","1595011960.337","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=1198 Ack=4805 Win=64128 Len=0 TSval=4192451070 TSecr=372740","46744","80"
"107","1595011962.132","PcsCompu_93:e0:ab","PcsCompu_b7:12:b1","ARP","60","Who has 192.168.56.100? Tell 192.168.56.106","",""
"108","1595011962.132","PcsCompu_b7:12:b1","PcsCompu_93:e0:ab","ARP","60","192.168.56.100 is at 08:00:27:b7:12:b1","",""
"109","1595011964.889","192.168.56.105","192.168.56.104","HTTP","632","GET /api/customer?page=0&size=20&sort=id,asc&cacheBuster=1595011964875 HTTP/1.1 ","46744","80"
"110","1595011964.889","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [ACK] Seq=4805 Ack=1764 Win=33408 Len=0 TSval=373878 TSecr=4192455622","80","46744"
"111","1595011964.892","192.168.56.105","192.168.56.104","HTTP","578","GET /api/account HTTP/1.1 ","46748","80"
"112","1595011964.892","192.168.56.104","192.168.56.105","TCP","66","80  >  46748 [ACK] Seq=1116 Ack=815 Win=31104 Len=0 TSval=373879 TSecr=4192455625","80","46748"
"113","1595011964.957","192.168.56.104","192.168.56.105","TCP","1124","80  >  46748 [PSH, ACK] Seq=1116 Ack=815 Win=31104 Len=1058 TSval=373895 TSecr=4192455625 [TCP segment of a reassembled PDU]","80","46748"
"114","1595011964.957","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=815 Ack=2174 Win=64128 Len=0 TSval=4192455691 TSecr=373895","46748","80"
"115","1595011964.965","192.168.56.104","192.168.56.105","TCP","82","80  >  46748 [PSH, ACK] Seq=2174 Ack=815 Win=31104 Len=16 TSval=373897 TSecr=4192455691 [TCP segment of a reassembled PDU]","80","46748"
"116","1595011964.965","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=815 Ack=2190 Win=64128 Len=0 TSval=4192455698 TSecr=373897","46748","80"
"117","1595011964.965","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46748"
"118","1595011964.965","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=815 Ack=2195 Win=64128 Len=0 TSval=4192455698 TSecr=373897","46748","80"
"119","1595011965.182","192.168.56.104","192.168.56.105","TCP","1323","80  >  46744 [PSH, ACK] Seq=4805 Ack=1764 Win=33408 Len=1257 TSval=373951 TSecr=4192455622 [TCP segment of a reassembled PDU]","80","46744"
"120","1595011965.182","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=1764 Ack=6062 Win=64128 Len=0 TSval=4192455915 TSecr=373951","46744","80"
"121","1595011965.193","192.168.56.104","192.168.56.105","TCP","82","80  >  46744 [PSH, ACK] Seq=6062 Ack=1764 Win=33408 Len=16 TSval=373954 TSecr=4192455915 [TCP segment of a reassembled PDU]","80","46744"
"122","1595011965.193","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=1764 Ack=6078 Win=64128 Len=0 TSval=4192455926 TSecr=373954","46744","80"
"123","1595011965.193","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46744"
"124","1595011965.193","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=1764 Ack=6083 Win=64128 Len=0 TSval=4192455926 TSecr=373954","46744","80"
"125","1595011969.883","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46746  >  80 [ACK] Seq=298 Ack=1068 Win=64128 Len=0 TSval=4192460617 TSecr=372598","46746","80"
"126","1595011969.884","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46746 [ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=375126 TSecr=4192440482","80","46746"
"127","1595011971.467","192.168.56.105","192.168.56.104","HTTP","578","GET /api/account HTTP/1.1 ","46744","80"
"128","1595011971.468","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [ACK] Seq=6083 Ack=2276 Win=34560 Len=0 TSval=375522 TSecr=4192462201","80","46744"
"129","1595011971.469","192.168.56.105","192.168.56.104","HTTP","632","GET /api/accounts?page=0&size=20&sort=id,asc&cacheBuster=1595011971456 HTTP/1.1 ","46748","80"
"130","1595011971.469","192.168.56.104","192.168.56.105","TCP","66","80  >  46748 [ACK] Seq=2195 Ack=1381 Win=32256 Len=0 TSval=375523 TSecr=4192462202","80","46748"
"131","1595011971.507","192.168.56.104","192.168.56.105","TCP","1124","80  >  46744 [PSH, ACK] Seq=6083 Ack=2276 Win=34560 Len=1058 TSval=375532 TSecr=4192462201 [TCP segment of a reassembled PDU]","80","46744"
"132","1595011971.507","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=2276 Ack=7141 Win=64128 Len=0 TSval=4192462241 TSecr=375532","46744","80"
"133","1595011971.517","192.168.56.104","192.168.56.105","TCP","82","80  >  46744 [PSH, ACK] Seq=7141 Ack=2276 Win=34560 Len=16 TSval=375535 TSecr=4192462241 [TCP segment of a reassembled PDU]","80","46744"
"134","1595011971.517","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=2276 Ack=7157 Win=64128 Len=0 TSval=4192462251 TSecr=375535","46744","80"
"135","1595011971.517","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46744"
"136","1595011971.517","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=2276 Ack=7162 Win=64128 Len=0 TSval=4192462251 TSecr=375535","46744","80"
"137","1595011971.651","192.168.56.104","192.168.56.105","TCP","1309","80  >  46748 [PSH, ACK] Seq=2195 Ack=1381 Win=32256 Len=1243 TSval=375568 TSecr=4192462202 [TCP segment of a reassembled PDU]","80","46748"
"138","1595011971.651","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=1381 Ack=3438 Win=64128 Len=0 TSval=4192462384 TSecr=375568","46748","80"
"139","1595011971.658","192.168.56.104","192.168.56.105","TCP","82","80  >  46748 [PSH, ACK] Seq=3438 Ack=1381 Win=32256 Len=16 TSval=375570 TSecr=4192462384 [TCP segment of a reassembled PDU]","80","46748"
"140","1595011971.658","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=1381 Ack=3454 Win=64128 Len=0 TSval=4192462391 TSecr=375570","46748","80"
"141","1595011971.658","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46748"
"142","1595011971.658","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=1381 Ack=3459 Win=64128 Len=0 TSval=4192462391 TSecr=375570","46748","80"
"143","1595011978.227","192.168.56.105","192.168.56.104","HTTP","639","GET /api/transactions?page=0&size=20&sort=id,asc&cacheBuster=1595011978202 HTTP/1.1 ","46744","80"
"144","1595011978.228","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [ACK] Seq=7162 Ack=2849 Win=35712 Len=0 TSval=377212 TSecr=4192468961","80","46744"
"145","1595011978.393","192.168.56.104","192.168.56.105","TCP","1286","80  >  46744 [PSH, ACK] Seq=7162 Ack=2849 Win=35712 Len=1220 TSval=377254 TSecr=4192468961 [TCP segment of a reassembled PDU]","80","46744"
"146","1595011978.393","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=2849 Ack=8382 Win=64128 Len=0 TSval=4192469126 TSecr=377254","46744","80"
"147","1595011978.396","192.168.56.104","192.168.56.105","TCP","82","80  >  46744 [PSH, ACK] Seq=8382 Ack=2849 Win=35712 Len=16 TSval=377254 TSecr=4192469126 [TCP segment of a reassembled PDU]","80","46744"
"148","1595011978.396","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=2849 Ack=8398 Win=64128 Len=0 TSval=4192469129 TSecr=377254","46744","80"
"149","1595011978.396","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46744"
"150","1595011978.396","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=2849 Ack=8403 Win=64128 Len=0 TSval=4192469129 TSecr=377254","46744","80"
"151","1595011980.125","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46746  >  80 [ACK] Seq=298 Ack=1068 Win=64128 Len=0 TSval=4192470858 TSecr=375126","46746","80"
"152","1595011980.125","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46746 [ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=377687 TSecr=4192440482","80","46746"
"153","1595011981.659","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46748  >  80 [ACK] Seq=1380 Ack=3459 Win=64128 Len=0 TSval=4192472393 TSecr=375570","46748","80"
"154","1595011981.660","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46748 [ACK] Seq=3459 Ack=1381 Win=32256 Len=0 TSval=378070 TSecr=4192462391","80","46748"
"155","1595011982.767","192.168.56.102","192.168.56.100","DHCP","342","DHCP Request  - Transaction ID 0x99818152","68","67"
"156","1595011982.806","192.168.56.100","192.168.56.102","DHCP","590","DHCP ACK      - Transaction ID 0x99818152","67","68"
"157","1595011984.410","192.168.56.105","192.168.56.104","HTTP","612","GET /api/accounts?cacheBuster=1595011984356 HTTP/1.1 ","46744","80"
